access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-12-30,,Public,217403,2022-05-12,,E,,,WEST CHARGER STATION 2,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.19816,-123.14182,Richmond,,7899 Templeton Station Rd,V7B 0B7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12796961'],"['22064101', '22064111']"
24 hours daily,,,2023-12-30,,Public,217404,2022-05-12,,E,,,WEST CHARGER STATION 4,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.19815,-123.141975,Richmond,,7899 Templeton Station Rd,V7B,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12796971'],"['22064121', '22064131']"
Mon 4:30pm - 12:00am; Tue 4:30pm - 12:00am; Wed 4:30pm - 12:00am; Thu 4:30pm - 12:00am; Fri 4:30pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2023-12-30,,Public,217433,2022-05-13,,E,,,CNV CITY OPS CENTER,888-758-4389,2023-12-30T01:40:28Z,,GPS,49.317604,-123.09242,North Vancouver,,61 Bewicke Ave,V7M 1E6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL8723561'],"['15321401', '15321411']"
24 hours daily,,,2023-12-29,,Public,217459,2022-05-13,,E,,,Bowen Island Public Library,888-356-8911,2023-12-29T11:41:19Z,,GPS,49.3798686608605,-123.334484082065,Bowen Island,,430 Bowen Island Trunk Rd,V0N 1G0,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['32b53c37-7f77-43d2-bcc6-0a0a72b413c6'],"['39f41f7f-394d-48cb-8bbf-38ccf1fca780', 'e0744ea4-21f9-4236-9239-2d55461c6792']"
24 hours daily,,,2023-12-30,,Public,218513,2022-05-19,,E,,,WEST CHARGER STATION 5,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.197907,-123.137809,Richmond,,7899 Templeton Station Rd,V7B 0B7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12797001'],"['22064161', '22064171']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,218905,2022-05-18,P,E,False,LD,East Pine Rest Area,,2023-10-06T03:10:26Z,REST_STOP,GPS,55.7308466922546,-121.175062893135,East Pine,,BC-97,V0C 1T0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily; between 9am-5pm for 4h at a time is preferred,,A D Debit M V,2023-09-14,,Public,218906,2022-05-18,P,E,False,LD,Tumbler Ridge Visitor Centre,250-242-3123,2023-09-14T13:23:27Z,PARKING_LOT,GPS,55.1239203429083,-120.998251144985,Tumbler Ridge,,265 Southgate St,V0C 2W0,['J1772'],,,1.0,Non-Networked,,Free,,False,Accessible 24 heures par jour; entre 9h-17h pour 4h à la fois est préféré,,Public,Gratuit,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,218907,2022-05-18,P,E,False,LD,Slim Creek Rest Area,,2023-10-06T02:52:32Z,REST_STOP,GPS,53.7263495253404,-121.143964855984,Fraser-Fort-George F,,BC-16,V0J 2K0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,218908,2022-05-18,P,E,False,LD,Best Western Plus Prince George,250-964-8833,2023-10-12T19:39:16Z,HOTEL,GPS,53.8626835011006,-122.797503094427,Prince George,,3387 Highway 16 W,V2N 5P8,['J1772'],,,1.0,Non-Networked,,Pricing unknown,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,Prix inconnu,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,218909,2022-05-18,P,E,False,LD,Prince George Hospital,250-565-2869,2023-10-06T04:00:05Z,HOSPITAL,GPS,53.9107651862583,-122.764965233532,Prince George,,1475 Edmonton St,V2M 1S2,['J1772'],,,1.0,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,218910,2022-05-18,P,E,True,LD,Northland Hyundai,778-510-5839,2023-10-06T03:55:57Z,CAR_DEALER,GPS,53.9041762193356,-122.764893408668,Prince George,,2021 BC-16,V2L 0A4,['J1772'],,,2.0,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-08-10,,Public - Credit card at all times,218911,2022-05-18,P,E,False,LD,Prince George City Hall,250-561-7600,2023-08-10T20:39:45Z,MUNI_GOV,GPS,53.9128295040526,-122.74615043259,Prince George,,1111 7 Ave,V2L 3N8,['J1772'],,,2.0,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,218912,2022-05-18,P,E,False,LD,McElhanney Ltd,250-561-2229,2023-10-12T19:39:16Z,PARKING_LOT,GPS,53.9317124573694,-122.778604590985,Prince George,,556 N Nechako Rd,V2K 1A1,['J1772'],,,2.0,Non-Networked,,Free,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,Gratuit,,
24 hours daily,,,2023-12-29,,Public,220267,2022-05-27,,E,,,The Hive,888-356-8911,2023-12-29T11:42:52Z,,GPS,50.676442,-120.329506,Kamloops,,121 5th Avenue,V2C 0M1,['J1772'],,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['04910d19-6a74-4a3f-901c-2a75a7c50bb2'],['70f7d9ca-828b-4933-9817-f4761d254bee']
24 hours daily,,,2023-12-30,,Public,220379,2022-06-01,,E,,,4370 EVSE 5,888-758-4389,2023-12-30T01:35:19Z,,GPS,49.259146,-123.007479,Burnaby,,4370 Still Creek Dr,V5C,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL93739'],"['23388983', '23388993']"
24 hours daily,,,2023-12-29,,Public,220399,2022-06-01,,E,,,EasyPark - Lot 15 - 595 W 6th Ave,888-356-8911,2023-12-29T11:41:40Z,,GPS,49.265975,-123.116944,Vancouver,,595 West 6th Ave,V5Z 1A1,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['12734707-0120-40d4-a86b-37bc25a37806'],"['02565693-4808-4ba8-8b1a-aed784c72496', 'c40d8925-7a99-4aa1-8fbe-7e5ab84a24f7']"
24 hours daily,,,2023-12-29,,Public,220456,2022-06-02,,E,,,EasyPark - Lot 54 - 1095 West Waterfront Rd,888-356-8911,2023-12-29T11:42:59Z,,GPS,49.288784,-123.118454,Vancouver,,1095 West WATERFRONT Road,V6C 1C7,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['f20ffd67-1bdb-4e01-8ee9-8942059067ee'],"['6a249646-c382-4148-a428-7766af85068c', 'eac77db5-ff58-494f-a70d-d30dceb31559']"
24 hours daily,,,2023-12-29,,Public,220524,2022-06-03,,E,,,EasyPark - Lot 18 - 1067 Seymour St,888-356-8911,2023-12-29T11:40:53Z,,GPS,49.277942,-123.123059,Vancouver,,1067 SEYMOUR ST,V6B 3M6,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['ceaef5f1-c939-4cc9-a9cc-7fcda9f34ed1'],"['36b2ef13-b878-4ee1-a542-d6607cba7211', 'f76dbe08-520f-46a6-9938-19f0e9939e91']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-11-09,,Public - Credit card at all times,220722,2022-05-31,P,E,False,LD,Boulder Creek Rest Area,,2023-10-06T03:01:15Z,REST_STOP,GPS,55.0722048804524,-128.203554957622,Kitimat-Stikine B,,Dease Lake Hwy,V0J 2A0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,220723,2022-05-31,P,E,False,LD,Kalawsky Chevrolet Buick GMC,250-365-2155,2023-10-12T19:39:16Z,CAR_DEALER,GPS,49.3017398321702,-117.659279707502,Castlegar,,1700 Columbia Ave,V1N 2W4,['J1772COMBO'],2.0,,,Non-Networked,,Free,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,Gratuit,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,220724,2022-05-31,P,E,False,LD,Savory West Rest Area,,2023-10-06T02:52:07Z,REST_STOP,GPS,54.0943993779661,-125.168182687584,Endako,,1L0 Trans-Canada Hwy,V0J 1L0,"['CHADEMO', 'J1772COMBO']",2.0,,,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,A D Debit M V,2023-07-01,,Public,220725,2022-05-27,P,E,False,LD,Fernie Husky - Smitty's - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GAS_STATION,GPS,49.498289,-115.081048,Fernie,,2001 BC - Hwy 3,V0B 1M1,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['12802'],
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,220727,2022-05-31,P,E,False,LD,BC Hydro - Fraser Lake Shopping Centre,800-224-9376,2023-10-12T19:39:16Z,PARKING_LOT,GPS,54.0554732519435,-124.850842062399,Fraser Lake,,111 Chowsunket St,V0J 1S0,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$.21 per hour,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,$.21 par heure,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,220728,2022-03-02,P,E,False,LD,BC Hydro - Lillooet Old Mill Plaza,800-224-9376,2023-10-12T19:39:16Z,PARKING_LOT,GPS,50.703057215408,-121.925884328663,Lillooet,,155 Main St,V0K 1V0,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.21 per minute,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,"$0,21 par minute",,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-10,,Public - Credit card at all times,220730,2022-05-31,P,E,False,LD,BC Hydro - Gold River Visitors Centre,800-224-9376,2023-10-06T02:52:56Z,TRAVEL_CENTER,GPS,49.7823391920484,-126.04589685307,Gold River,,Gold River Tourist Infocentre,V0P 1G0,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-29,,Public,220972,2022-06-08,,E,,,Solaro Langley - Visitors,888-356-8911,2023-12-29T11:40:16Z,,GPS,49.092318,-122.6066836,Langley,,22304 50 Avenue,V2Y 0G7,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['43d2800b-28ca-499f-a5be-5516a5028178'],"['67d0bb06-a434-4bde-a2dd-2bee8804fce8', '99efb8fd-e297-437b-a650-5e341aa3aa6d', 'd5de197d-c075-4a88-947a-76e083afdb4f', 'e6a4335d-f5d1-4535-be05-23733803abeb']"
24 hours daily,,,2023-12-29,,Public,221307,2022-06-15,,E,,,Legacy Ford Fernie,888-356-8911,2023-12-29T11:42:30Z,,GPS,49.5291058715778,-115.042879590105,Fernie,,6165 Brenner Rd,V0B 1M5,['J1772'],,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['9fefbe7f-6af9-4861-ae80-8fa6e34147ff'],['f7de5877-2321-4369-9440-c298174102d2']
24 hours daily,,,2023-12-29,,Public,221521,2022-06-18,,E,,,Burrard Building,888-356-8911,2023-12-29T11:42:44Z,,GPS,49.2846048,-123.1241481,Vancouver,,1030 West Georgia,V6R 2Y3,['J1772'],,,5.0,FLO,https://flo.ca/,,,False,,,Public,,['f85c1702-70c1-470a-9be9-0c5d57ea53eb'],"['3f127643-d68a-4402-b111-ba268415a513', '402809f2-f3ac-4fef-be26-b1bf74c28d4a', '967e5bc8-a2d6-45c6-8d9d-6cc4a169d1d1', 'be87b754-7ee6-4fc9-abbe-36077675ad54', 'c00ab933-e11f-4f16-b7d1-9b0d40007d17']"
24 hours daily,,,2023-12-29,,Public,221568,2022-06-21,,E,,,Lelem village,888-356-8911,2023-12-29T11:40:54Z,,GPS,49.2654752452597,-123.236014518629,Vancouver,,5425 Shortcut Road,V6T 1R9,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['aa8e0921-61e3-4908-8aa5-81457c80c670'],"['37d6299d-964c-4805-b578-2cb2e6378562', '8346e791-4ca0-4eb1-916d-5aa1b19c50c2']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-07-08,,Public - Credit card at all times,221865,2022-06-16,P,E,False,LD,Brooklyn at Bernard Block - Visitor Lot,250-448-8810,2023-10-06T02:59:28Z,PARKING_LOT,GPS,49.8870281541032,-119.491454652621,Kelowna,,1471 St. Paul St,V1Y 6P2,['J1772'],,,2.0,Non-Networked,,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,A D Debit M V,2023-07-01,,Public,221866,2022-06-10,P,E,False,LD,Ramada Inn by Wyndham - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,HOTEL,GPS,49.119774,-116.524841,Creston,,1 1809 BC-3A,V0B 1G8,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['8446'],
24 hours daily,,,2023-12-29,,Public,221934,2022-06-24,,E,,,350 Barlow Ave,888-356-8911,2023-12-29T11:42:56Z,,GPS,52.9770776087677,-122.494301175486,Quesnel,,350 Barlow Ave,V2J 2C2,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['59db4c4e-139d-4c64-aa3a-6059f0ee3d36'],"['75a012b2-c954-4cda-bfc0-9635a77296fb', 'fe90353c-981b-4249-a021-fc6c4bb859a5']"
24 hours daily,,,2023-12-29,,Public,222079,2022-06-28,,E,,,Marysville Falls Eco Park,888-356-8911,2023-12-29T11:42:03Z,,GPS,49.637295,-115.96078,Kimberley,,311 303rd Ave,V1A 3G5,['J1772'],,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['c3b6b6ae-7b7b-4b06-947b-cb49ed1ec6dd'],['986d2364-d51b-4a3e-9337-aa54c3596dd3']
24 hours daily; parking fee required,,,2023-07-12,,Public,222142,2022-06-01,SG,E,False,LD,Langley Memorial Hospital,604-514-6000,2023-07-12T01:25:01Z,HOSPITAL,200-8,49.093004,-122.612494,Langley,,22051 Fraser Hwy,V3A 4H4,['J1772'],,,2.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily; parking fee required,,,2023-08-10,,Public,222143,2022-06-01,SG,E,False,LD,Royal Columbian Hospital,604-520-4253,2023-08-10T20:39:45Z,HOSPITAL,200-9,49.226567,-122.891572,New Westminster,,330 E Columbia St,V3L 3W7,['J1772'],,,7.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily; parking fee required,,,2023-10-12,,Public,222144,2022-06-01,SG,E,False,LD,Burnaby Hospital,604-434-4211,2023-10-12T19:39:16Z,HOSPITAL,200-9,49.249457,-123.015629,Burnaby,,3935 Kincaid St,V5G 2X6,['J1772'],,,10.0,Non-Networked,,free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily; parking fee required,,,2023-10-12,,Public,222145,2022-06-01,SG,E,False,LD,Ridge Meadows Hospital,604-463-4111,2023-10-12T19:39:16Z,HOSPITAL,200-9,49.21571,-122.629558,Maple Ridge,,11666 Laity St,V2X 7G5,['J1772'],,,4.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily; parking fee required,,,2023-08-10,,Public,222146,2022-06-01,SG,E,False,LD,Richmond Hospital,604-278-9711,2023-08-10T20:39:45Z,HOSPITAL,200-9,49.168823,-123.146802,Richmond,,7000 Westminster Hwy,V6X 1A2,['J1772'],,,30.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily; parking fee required,,,2023-10-12,,Public,222147,2022-06-01,SG,E,False,LD,Vancouver General Hospital,604-785-3409,2023-10-12T19:39:16Z,HOSPITAL,200-9,49.260806,-123.125192,Vancouver,,899 W 12th Ave,V5Z 1M9,['J1772'],,,4.0,Non-Networked,,Free; parking fee required,,True,24 heures par jour; frais de stationnement requis,,Public,Gratuit; frais de stationnement requis,,
24 hours daily,,,2023-12-29,,Public,222231,2022-06-30,,E,,,Blue Horizon Hotel,888-356-8911,2023-12-29T11:41:46Z,,GPS,49.2864884,-123.1272512,Vancouver,,1225 Robson St.,V6E 1C3,['J1772'],,,6.0,FLO,https://flo.ca/,,,False,,,Public,,['2298e44f-797f-4652-9d40-cbc0da3af274'],"['1cf0638f-f6e8-4dfc-8592-ef4cb2e33024', '3eca6141-5a05-43be-9f5b-3a25669792b7', '87702977-f56d-46f9-ab57-315977888ad8', 'b373b0e9-391b-47cd-8c88-c6290abeabae', 'c460dc45-145d-4611-a2fc-61abfcb09146', 'f0b92079-b03a-4fc9-aae0-5c73bffb05ca']"
24 hours daily,,,2023-12-29,,Public,222573,2022-07-07,,E,,,District 56 - Phase 1 (Terminus),888-356-8911,2023-12-29T11:41:25Z,,GPS,48.4481861568381,-123.50175520138,Victoria,,2840 Peatt Road,V9B 3V4,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['b88d4a27-36f1-4581-96f6-7852fc0898ff'],"['271de8a7-3d7c-4d21-8e4e-3e2982f1637a', 'c04cde5a-7dcc-4758-a5bf-c816bb233db5']"
,,,2023-12-13,2022-09-15,PLANNED - not yet accessible (Public),223381,,P,P,False,,"7-Eleven Canada, Inc.",,2023-12-13T17:24:19Z,,GPS,49.74123,-123.134,Squamish,,1901 Garibaldi Highlands,V0N 1T0,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,,2023-12-30,,Public,223422,2022-07-13,,E,,,LANGARA COLLEGE P1-13 EV2527,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.224452,-123.110121,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12899621'],"['22183821', '22183831']"
24 hours daily,,,2023-12-30,,Public,223424,2022-07-13,,E,,,LANGARA COLLEGE P1-10 EV57,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.22447,-123.109752,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12909631'],"['22195081', '22195091']"
24 hours daily,,,2023-12-30,,Public,223425,2022-07-13,,E,,,LANGARA COLLEGE P1-09 EV911,888-758-4389,2023-12-30T01:40:38Z,,GPS,49.22447,-123.1098,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12909641'],"['22195101', '22195111']"
24 hours daily,,,2023-12-30,,Public,223430,2022-07-13,,E,,,LANGARA COLLEGE P1-08 EV13,888-758-4389,2023-12-30T01:40:38Z,,GPS,49.22447,-123.109795,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12909921'],"['22195491', '22195501']"
24 hours daily,,,2023-12-30,,Public,223431,2022-07-13,,E,,,LANGARA COLLEGE P1-11 EV1315,888-758-4389,2023-12-30T01:40:38Z,,GPS,49.224471,-123.110218,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12910031'],"['22195621', '22195631']"
24 hours daily,,,2023-12-30,,Public,223432,2022-07-13,,E,,,LANGARA COLLEGE P1-12 EV1719,888-758-4389,2023-12-30T01:40:38Z,,GPS,49.224457,-123.110171,Vancouver,,100 W 49th Ave,V5Y 2Z6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12910051'],"['22195641', '22195651']"
24 hours daily,,,2023-12-29,,Public,223525,2022-07-15,,E,,,City Hall - Public Chargers,888-356-8911,2023-12-29T11:40:22Z,,GPS,49.5013269351695,-119.594350372916,Penticton,,171 main street,V2A 5A9,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['b2080a84-106b-4110-8b0a-b4ce9f23ecf6'],"['401f577c-8c86-4741-8463-d919b7755c25', 'fdf8b3cc-e38c-4d02-a7c3-4e4a778449c2']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-03-08,,Public - Credit card at all times,223619,2022-12-14,P,E,False,LD,BC Hydro - Sayward,866-338-3369,2023-04-10T20:30:18Z,CONVENIENCE_STORE,GPS,50.311474,-125.919213,Sayward,,1590 Sayward Rd,V0P 1R0,"['CHADEMO', 'J1772COMBO']",2.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,$0.2113 per minute,,False,24 heures tous les jours,,Public - Carte de crédit en tout temps,$0.2113 par minute,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),223621,,P,P,False,,BC Hydro,866-338-3369,2023-12-13T17:24:19Z,SHOPPING_CENTER,GPS,49.220934,-122.6684,Maple Ridge,,11969 200 St,V2X 3M7,,1.0,,,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),223679,,P,P,False,,BC Ministry of Transportation and Infrastructure,,2023-12-13T17:24:19Z,,GPS,54.512,-128.558,Hwy 37/16 junction,,Thornhill Roundabout,V8G 3T9,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-05-04,,Public - Credit card at all times,224186,2022-02-17,P,E,False,LD,Beach Acres Resort,844-798-2438,2023-05-04T17:50:15Z,HOTEL,GPS,49.3131834688952,-124.264968423863,Parksville,,1051 Resort Dr,V9P 2E4,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,$1 per hour for the first hour; $2 per hour afterwards,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,1 $ l’heure pour la première heure; 2 $ l’heure par la suite,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-05-04,,Public - Credit card at all times,224187,2022-05-17,P,E,False,LD,CIBC Bank,844-798-2438,2023-05-04T17:50:15Z,BANK,GPS,48.4691824945854,-123.332289797255,Victoria,,3959 Shelbourne St,V8N 3E1,['J1772'],,,1.0,SWTCH,https://swtchenergy.com/,Free for first two hours; $3 per hour thereafter,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,Gratuit les deux premières heures;  3 $ par heure après,,
24 hours daily,,,2023-12-29,,Public,224369,2022-07-23,,E,,,Esquimalt Gorge Park,888-356-8911,2023-12-29T11:42:36Z,,GPS,48.4460134425759,-123.404943522089,Esquimalt,,-1070 Tillicum Road,V9A 2A3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['bc654012-ecc5-401e-96bc-c665e276292c'],"['3fd0e7b0-a7f2-4925-b0ab-7d5e3e38a2d8', 'e3d93af0-de01-4e76-ab8c-19c75a30d90d']"
24 hours daily,,,2023-12-29,,Public,224414,2022-07-26,,E,,,Elim Village,888-356-8911,2023-12-29T11:42:12Z,,GPS,49.167056,-122.78275,Surrey,,9030 158th St,V4N 5G4,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['de41e14c-68a2-4bed-b156-2aabc2226006'],"['56adaeff-9928-4659-940e-0b3154da5b82', 'e28f2575-6c38-4d77-91a3-da6d73876a7d']"
24 hours daily,,,2023-12-29,,Public,224516,2022-07-28,,E,,,Library Parkade,888-356-8911,2023-12-29T11:42:37Z,,GPS,49.8901993085705,-119.494235577259,Kelowna,,1360 Ellis Street,V1Y 2A2,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['c3a545a2-1b2a-4069-b33d-c6bdaebfaba3'],"['89d26185-c8ea-4956-be2f-cdaec470dd8b', 'ba47e36a-cda3-4b79-a669-2853b202a75e']"
24 hours daily,,,2023-12-29,,Public,224664,2022-07-30,,E,,,Memorial Parkade,888-356-8911,2023-12-29T11:40:39Z,,GPS,49.88829898957064,-119.493804625026,Kelowna,,1420 Ellis Street,V1Y 2A5,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['3924f8e1-c4bf-47d5-802d-02912ef71b60'],"['4a0209da-9bd8-4db0-9196-15d96106c92f', 'ea6ae2e5-fbfd-40f6-bee3-bf8ecff11161']"
24 hours daily,,A D Debit M V,2023-07-01,,Public,225031,2022-07-29,P,E,False,LD,Sea to Sky Business Park - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,PARKING_LOT,GPS,49.72297441,-123.15264737,Squamish,,1257 Commercial Way,V8B 0Z4,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['17145'],
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-08-10,,Public - Credit card at all times,225032,2022-08-02,P,E,False,LD,Famous Wok,800-636-0986,2023-08-10T20:39:45Z,PARKING_LOT,GPS,49.1949487511462,-123.101810283023,Richmond,,1003-2560 Shell Rd,V6X 0B8,['J1772'],,,1.0,CHARGELAB,http://www.chargelab.co/,,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,,,
